name	contig	type	start	stop	strand	legend
actIV	IR3_k97_191797	MAG90	39165	40049	+	MAG90_gene0035
-	IR3_k97_191797	MAG90	41687	40197	-	MAG90_gene0036
-	IR3_k97_191797	MAG90	44636	41784	-	MAG90_gene0037
-	IR3_k97_191797	MAG90	46269	44803	-	MAG90_gene0038
mreB	IR3_k97_191797	MAG90	46500	47543	+	MAG90_gene0039
mreC	IR3_k97_191797	MAG90	47547	48443	+	MAG90_gene0040
mreD	IR3_k97_191797	MAG90	48443	48928	+	MAG90_gene0041
yhdE	IR3_k97_191797	MAG90	49009	49623	+	MAG90_gene0042
cafA	IR3_k97_191797	MAG90	49630	51099	+	MAG90_gene0043
-	IR3_k97_191797	MAG90	51099	55178	+	MAG90_gene0044
ybeM	IR3_k97_191797	MAG90	55165	56001	+	MAG90_gene0045
tldD	IR3_k97_191797	MAG90	55985	57457	+	MAG90_gene0046
yjgA	IR3_k97_191797	MAG90	57984	57460	-	MAG90_gene0047
pmbA	IR3_k97_191797	MAG90	58092	59489	+	MAG90_gene0048
ptsO	IR3_k97_191797	MAG90	59883	59602	-	MAG90_gene0049
rapZ	IR3_k97_191797	MAG90	60753	59896	-	MAG90_gene0050
ptsN	IR3_k97_191797	MAG90	61208	60744	-	MAG90_gene0051
hpf	IR3_k97_191797	MAG90	61501	61214	-	MAG90_gene0052
rpoN	IR3_k97_191797	MAG90	62880	61528	-	MAG90_gene0053
lptB	IR3_k97_191797	MAG90	63689	62964	-	MAG90_gene0054
lptA	IR3_k97_191797	MAG90	64284	63691	-	MAG90_gene0055
lptC	IR3_k97_191797	MAG90	64837	64244	-	MAG90_gene0056
kdsC	IR3_k97_191797	MAG90	65415	64834	-	MAG90_gene0057
kdsD	IR3_k97_191797	MAG90	66404	65415	-	MAG90_gene0058
nemR	IR3_k97_191797	MAG90	66614	67222	+	MAG90_gene0059
mlaF	IR3_k97_191797	MAG90	67420	68226	+	MAG90_gene0060
mlaE	IR3_k97_191797	MAG90	68223	68996	+	MAG90_gene0061
mlaD	IR3_k97_191797	MAG90	69000	69467	+	MAG90_gene0062
mlaB	IR3_k97_191797	MAG90	69488	69784	+	MAG90_gene0063
bolA	IR3_k97_191797	MAG90	69866	70123	+	MAG90_gene0064
murA	IR3_k97_191797	MAG90	70175	71476	+	MAG90_gene0065
hhoB	IR3_k97_191797	MAG90	72637	71561	-	MAG90_gene0066
degQ	IR3_k97_191797	MAG90	74208	72838	-	MAG90_gene0067
-	IR3_k97_191797	MAG90	74885	74442	-	MAG90_gene0068
zapE	IR3_k97_191797	MAG90	74983	76137	+	MAG90_gene0069
rplM	IR3_k97_191797	MAG90	76354	76782	+	MAG90_gene0070
rpsI	IR3_k97_191797	MAG90	76799	77191	+	MAG90_gene0071
petA	IR3_k97_191797	MAG90	77531	78118	+	MAG90_gene0072
petB	IR3_k97_191797	MAG90	78118	79377	+	MAG90_gene0073
petC	IR3_k97_191797	MAG90	79374	80111	+	MAG90_gene0074
sspA	IR3_k97_191797	MAG90	80220	80855	+	MAG90_gene0075
sspB	IR3_k97_191797	MAG90	80861	81406	+	MAG90_gene0076
osmY	IR3_k97_191797	MAG90	81952	81383	-	MAG90_gene0077
diaA	IR3_k97_191797	MAG90	82519	81956	-	MAG90_gene0078
yraN	IR3_k97_191797	MAG90	82872	82522	-	MAG90_gene0079
-	IR3_k97_191797	MAG90	84739	82847	-	MAG90_gene0080
rsmI	IR3_k97_191797	MAG90	84886	85719	+	MAG90_gene0081
mucR	IR3_k97_191797	MAG90	88345	86138	-	MAG90_gene0082
mraZ	IR3_k97_191797	MAG90	88539	88997	+	MAG90_gene0083
mraW	IR3_k97_191797	MAG90	88997	89968	+	MAG90_gene0084
ftsL	IR3_k97_191797	MAG90	89968	90303	+	MAG90_gene0085
ftsI	IR3_k97_191797	MAG90	90294	92030	+	MAG90_gene0086
murE	IR3_k97_191797	MAG90	92023	93516	+	MAG90_gene0087
murF	IR3_k97_191797	MAG90	93513	94955	+	MAG90_gene0088
mraY	IR3_k97_191797	MAG90	94949	96034	+	MAG90_gene0089
murD	IR3_k97_191797	MAG90	96059	97420	+	MAG90_gene0090
ftsW	IR3_k97_191797	MAG90	97407	98663	+	MAG90_gene0091
murG	IR3_k97_191797	MAG90	98660	99775	+	MAG90_gene0092
murC	IR3_k97_191797	MAG90	99768	101237	+	MAG90_gene0093
ddl	IR3_k97_191797	MAG90	101234	102184	+	MAG90_gene0094
ftsQ	IR3_k97_191797	MAG90	102188	102961	+	MAG90_gene0095
ftsA	IR3_k97_191797	MAG90	102980	104215	+	MAG90_gene0096
ftsZ	IR3_k97_191797	MAG90	104287	105459	+	MAG90_gene0097
lpxC	IR3_k97_191797	MAG90	105847	106761	+	MAG90_gene0098
flgJ	IR3_k97_191797	MAG90	107200	108129	+	MAG90_gene0100
secA	IR3_k97_191797	MAG90	108217	110949	+	MAG90_gene0101
mutT	IR3_k97_191797	MAG90	110952	111356	+	MAG90_gene0102
-	IR3_k97_191797	MAG90	111592	111392	-	MAG90_gene0103
zapD	IR3_k97_191797	MAG90	112372	111623	-	MAG90_gene0104
coaE	IR3_k97_191797	MAG90	113050	112415	-	MAG90_gene0105
pilD	IR3_k97_191797	MAG90	113973	113047	-	MAG90_gene0106
hofC	IR3_k97_191797	MAG90	115200	114004	-	MAG90_gene0107
pilB	IR3_k97_191797	MAG90	116206	115193	-	MAG90_gene0108
ppdD	IR3_k97_191797	MAG90	116703	116221	-	MAG90_gene0109
nadC	IR3_k97_191797	MAG90	117720	116833	-	MAG90_gene0110
-	IR3_k97_191797	MAG90	118265	117750	-	MAG90_gene0111
ampD	IR3_k97_191797	MAG90	118349	118930	+	MAG90_gene0112
ampE	IR3_k97_191797	MAG90	119070	119864	+	MAG90_gene0113
pdhR	IR3_k97_191797	MAG90	120045	120815	+	MAG90_gene0114
aceE	IR3_k97_191797	MAG90	120825	123494	+	MAG90_gene0115
aceF	IR3_k97_191797	MAG90	123505	125247	+	MAG90_gene0116
pdhD	IR3_k97_191797	MAG90	125353	126777	+	MAG90_gene0117
ribA	IR3_k97_191797	MAG90	127746	128339	+	MAG90_gene0119
pepO	IR3_k97_191797	MAG90	128466	130541	+	MAG90_gene0120
dinJ	IR3_k97_191797	MAG90	130913	131197	+	MAG90_gene0121
yafQ	IR3_k97_191797	MAG90	131184	131453	+	MAG90_gene0122
mntH	IR3_k97_191797	MAG90	131942	131568	-	MAG90_gene0123
mntH	IR3_k97_191797	MAG90	132213	131971	-	MAG90_gene0124
-	IR3_k97_191797	MAG90	134780	132252	-	MAG90_gene0125
czcC	IR3_k97_191797	MAG90	135599	136930	+	MAG90_gene0127
cusB	IR3_k97_191797	MAG90	136917	138806	+	MAG90_gene0128
cusA	IR3_k97_191797	MAG90	138806	142519	+	MAG90_gene0129
ycnJ	IR3_k97_191797	MAG90	142536	142901	+	MAG90_gene0130
pcoD	IR3_k97_191797	MAG90	142898	143761	+	MAG90_gene0131
glpQ	IR3_k97_191797	MAG90	143765	145585	+	MAG90_gene0132
ogt	IR3_k97_191797	MAG90	145613	146104	+	MAG90_gene0133
triC	IR3_k97_191797	MAG90	149806	146750	-	MAG90_gene0135
mexJ	IR3_k97_191797	MAG90	150921	149809	-	MAG90_gene0136
cynR	IR3_k97_191797	MAG90	151060	151953	+	MAG90_gene0137
chrA	IR3_k97_191797	MAG90	152035	153354	+	MAG90_gene0138
-	IR3_k97_191797	MAG90	153380	153862	+	MAG90_gene0139
acnB	IR3_k97_191797	MAG90	154027	156615	+	MAG90_gene0140
cvrA	IR3_k97_191797	MAG90	158413	156689	-	MAG90_gene0141
-	IR3_k97_191797	MAG90	158634	160145	+	MAG90_gene0142
yfeX	IR3_k97_191797	MAG90	161202	162101	+	MAG90_gene0144
argR	IR3_k97_191797	MAG90	162586	162122	-	MAG90_gene0145
mdh	IR3_k97_191797	MAG90	162780	163715	+	MAG90_gene0146
-	IR3_k97_191797	MAG90	163858	164076	+	MAG90_gene0147
parE1_3_4	IR3_k97_191797	MAG90	164060	164413	+	MAG90_gene0148
ispB	IR3_k97_191797	MAG90	166080	165109	-	MAG90_gene0150
rplU	IR3_k97_191797	MAG90	166264	166575	+	MAG90_gene0151
rpmA	IR3_k97_191797	MAG90	166591	166848	+	MAG90_gene0152
obgE	IR3_k97_191797	MAG90	166938	168122	+	MAG90_gene0153
folA	IR3_k97_191797	MAG90	168223	168732	+	MAG90_gene0154
-	IR3_k97_191797	MAG90	168814	170292	+	MAG90_gene0155
natA	IR3_k97_191797	MAG90	170295	171029	+	MAG90_gene0156
natB	IR3_k97_191797	MAG90	171026	172168	+	MAG90_gene0157
tauY	IR3_k97_191797	MAG90	172196	173524	+	MAG90_gene0158
-	IR3_k97_191797	MAG90	174128	173562	-	MAG90_gene0159
ahcY	IR3_k97_191797	MAG90	175902	174529	-	MAG90_gene0161
scrK	IR3_k97_191797	MAG90	176961	175942	-	MAG90_gene0162
folE2	IR3_k97_191797	MAG90	177939	177016	-	MAG90_gene0163
hptB	IR3_k97_191797	MAG90	178131	178472	+	MAG90_gene0164
arcA	IR3_k97_191797	MAG90	179273	178545	-	MAG90_gene0165
flgS	IR3_k97_191797	MAG90	181112	179424	-	MAG90_gene0166
rsmC	IR3_k97_191797	MAG90	182239	181157	-	MAG90_gene0167
-	IR3_k97_191797	MAG90	183279	182248	-	MAG90_gene0168
rimK	IR3_k97_191797	MAG90	184219	183314	-	MAG90_gene0169
rimK	IR3_k97_191797	MAG90	184683	184216	-	MAG90_gene0170
bluF	IR3_k97_191797	MAG90	184933	185667	+	MAG90_gene0171
mutH	IR3_k97_191797	MAG90	187086	186370	-	MAG90_gene0173
nudH	IR3_k97_191797	MAG90	187283	187798	+	MAG90_gene0175
ptsP	IR3_k97_191797	MAG90	187802	190075	+	MAG90_gene0176
-	IR3_k97_191797	MAG90	190078	190872	+	MAG90_gene0177
umpA	IR3_k97_191797	MAG90	190892	191755	+	MAG90_gene0178
thyA	IR3_k97_191797	MAG90	191834	192667	+	MAG90_gene0179
tcdA	IR3_k97_191797	MAG90	192705	193499	+	MAG90_gene0180
sufE	IR3_k97_191797	MAG90	193933	193517	-	MAG90_gene0181
fixA	IR3_k97_191797	MAG90	194104	194853	+	MAG90_gene0182
fixB	IR3_k97_191797	MAG90	194850	195782	+	MAG90_gene0183
-	IR3_k97_191797	MAG90	197850	198563	+	MAG90_gene0185
suhB	IR3_k97_191797	MAG90	199760	198960	-	MAG90_gene0187
trmJ	IR3_k97_191797	MAG90	199909	200667	+	MAG90_gene0188
iscR	IR3_k97_191797	MAG90	200778	201248	+	MAG90_gene0189
iscS	IR3_k97_191797	MAG90	201343	202557	+	MAG90_gene0190
iscU	IR3_k97_191797	MAG90	202626	203006	+	MAG90_gene0191
iscA	IR3_k97_191797	MAG90	203018	203341	+	MAG90_gene0192
hscB	IR3_k97_191797	MAG90	203400	203909	+	MAG90_gene0193
hscA	IR3_k97_191797	MAG90	203951	205810	+	MAG90_gene0194
fdx	IR3_k97_191797	MAG90	205821	206159	+	MAG90_gene0195
msrA	IR3_k97_191797	MAG90	206988	206443	-	MAG90_gene0196
ndk	IR3_k97_191797	MAG90	207214	207645	+	MAG90_gene0197
rlmN	IR3_k97_191797	MAG90	207782	208918	+	MAG90_gene0198
rodZ	IR3_k97_191797	MAG90	208977	210137	+	MAG90_gene0199
gcpE	IR3_k97_191797	MAG90	210177	211298	+	MAG90_gene0200
hisS	IR3_k97_191797	MAG90	211412	212692	+	MAG90_gene0201
-	IR3_k97_191797	MAG90	212811	213428	+	MAG90_gene0202
bamB	IR3_k97_191797	MAG90	213431	214615	+	MAG90_gene0203
engA	IR3_k97_191797	MAG90	214709	216166	+	MAG90_gene0204
hslO	IR3_k97_191797	MAG90	217162	216296	-	MAG90_gene0205
hslR	IR3_k97_191797	MAG90	217572	217180	-	MAG90_gene0206
gspC	IR3_k97_191797	MAG90	217722	218618	+	MAG90_gene0207
gspD	IR3_k97_191797	MAG90	218627	220726	+	MAG90_gene0208
gspE	IR3_k97_191797	MAG90	220744	222315	+	MAG90_gene0209
gspF	IR3_k97_191797	MAG90	222319	223539	+	MAG90_gene0210
gspG	IR3_k97_191797	MAG90	223542	223979	+	MAG90_gene0211
gspH	IR3_k97_191797	MAG90	223976	224548	+	MAG90_gene0212
gspI	IR3_k97_191797	MAG90	224542	224931	+	MAG90_gene0213
gspJ	IR3_k97_191797	MAG90	224931	225569	+	MAG90_gene0214
gspK	IR3_k97_191797	MAG90	225566	226606	+	MAG90_gene0215
gspL	IR3_k97_191797	MAG90	226566	227759	+	MAG90_gene0216
gspM	IR3_k97_191797	MAG90	227756	228310	+	MAG90_gene0217
gspN	IR3_k97_191797	MAG90	228343	229089	+	MAG90_gene0218
mscS	IR3_k97_191797	MAG90	229124	229984	+	MAG90_gene0219
xseA	IR3_k97_191797	MAG90	232942	231533	-	MAG90_gene0221
guaB	IR3_k97_191797	MAG90	233075	234541	+	MAG90_gene0222
guaA	IR3_k97_191797	MAG90	234692	236269	+	MAG90_gene0223
tet35	IR3_k97_191797	MAG90	236383	237801	+	MAG90_gene0224
tadA	IR3_k97_191797	MAG90	237834	238343	+	MAG90_gene0225
mltF	IR3_k97_191797	MAG90	240058	238604	-	MAG90_gene0227
purL	IR3_k97_191797	MAG90	240252	244157	+	MAG90_gene0228
-	IR3_k97_191797	MAG90	245265	244462	-	MAG90_gene0229
phoA	IR3_k97_191797	MAG90	246948	245584	-	MAG90_gene0230
-	IR3_k97_191797	MAG90	247596	246994	-	MAG90_gene0231
acs	IR3_k97_191797	MAG90	249034	250977	+	MAG90_gene0233
narL	IR3_k97_191797	MAG90	251018	251671	+	MAG90_gene0234
selO	IR3_k97_191797	MAG90	253245	251683	-	MAG90_gene0235
aldB	IR3_k97_191797	MAG90	253367	254887	+	MAG90_gene0236
-	IR3_k97_191797	MAG90	255014	256153	+	MAG90_gene0237
-	IR3_k97_191797	MAG90	256143	258296	+	MAG90_gene0238
narL	IR3_k97_191797	MAG90	258961	258293	-	MAG90_gene0239
-	IR3_k97_191797	MAG90	262419	258946	-	MAG90_gene0240
hipA	IR3_k97_191797	MAG90	263734	262490	-	MAG90_gene0241
-	IR3_k97_191797	MAG90	263991	263731	-	MAG90_gene0242
-	IR3_k97_191797	MAG90	264276	264542	+	MAG90_gene0243
actP	IR3_k97_191797	MAG90	264546	266252	+	MAG90_gene0244
-	IR3_k97_191797	MAG90	266393	268234	+	MAG90_gene0245
dnaQ	IR3_k97_191797	MAG90	268267	268890	+	MAG90_gene0246
rpsT	IR3_k97_191797	MAG90	270512	270246	-	MAG90_gene0249
murJ	IR3_k97_191797	MAG90	270729	272333	+	MAG90_gene0250
ribF	IR3_k97_191797	MAG90	272388	273407	+	MAG90_gene0251
ileS	IR3_k97_191797	MAG90	273428	276280	+	MAG90_gene0252
lspA	IR3_k97_191797	MAG90	276280	276804	+	MAG90_gene0253
slpA	IR3_k97_191797	MAG90	276830	277276	+	MAG90_gene0254
ispH	IR3_k97_191797	MAG90	277273	278217	+	MAG90_gene0255
ccmA	IR3_k97_191797	MAG90	280679	281302	+	MAG90_gene0260
ccmB	IR3_k97_191797	MAG90	281302	282087	+	MAG90_gene0261
ccmC	IR3_k97_191797	MAG90	282089	282877	+	MAG90_gene0262
ccmD	IR3_k97_191797	MAG90	282882	283100	+	MAG90_gene0263
ccmE	IR3_k97_191797	MAG90	283129	283686	+	MAG90_gene0264
ccmF	IR3_k97_191797	MAG90	283676	285679	+	MAG90_gene0265
ccmG	IR3_k97_191797	MAG90	285676	286266	+	MAG90_gene0266
ccmH	IR3_k97_191797	MAG90	286263	286760	+	MAG90_gene0267
ccmH	IR3_k97_191797	MAG90	286760	287962	+	MAG90_gene0268
mlaA	IR3_k97_191797	MAG90	287962	288900	+	MAG90_gene0269
rsbU_P	IR3_k97_191797	MAG90	289015	290001	+	MAG90_gene0270
galU	IR3_k97_191797	MAG90	291107	290211	-	MAG90_gene0271
higA	IR3_k97_191797	MAG90	292157	291789	-	MAG90_gene0273
cmoB	IR3_k97_191797	MAG90	293338	292358	-	MAG90_gene0274
cmoA	IR3_k97_191797	MAG90	294089	293331	-	MAG90_gene0275
-	IR3_k97_191797	MAG90	294150	296051	+	MAG90_gene0276
aspS	IR3_k97_191797	MAG90	296237	297991	+	MAG90_gene0277
ruvC	IR3_k97_191797	MAG90	297995	298492	+	MAG90_gene0278
ruvA	IR3_k97_191797	MAG90	298597	299208	+	MAG90_gene0279
ruvB	IR3_k97_191797	MAG90	299306	300325	+	MAG90_gene0280
ybgC	IR3_k97_191797	MAG90	300994	301398	+	MAG90_gene0281
tolQ	IR3_k97_191797	MAG90	301400	302092	+	MAG90_gene0282
tolR	IR3_k97_191797	MAG90	302104	302532	+	MAG90_gene0283
tolA	IR3_k97_191797	MAG90	302537	303472	+	MAG90_gene0284
tolB	IR3_k97_191797	MAG90	303497	304870	+	MAG90_gene0285
pal	IR3_k97_191797	MAG90	304948	305481	+	MAG90_gene0286
-	IR3_k97_191797	MAG90	305585	306424	+	MAG90_gene0287
nadA	IR3_k97_191797	MAG90	307078	308118	+	MAG90_gene0290
-	IR3_k97_191797	MAG90	308197	309108	+	MAG90_gene0291
-	IR3_k97_191797	MAG90	309630	311135	+	MAG90_gene0294
hyfB	IR3_k97_191797	MAG90	312917	311622	-	MAG90_gene0297
mnhD	IR3_k97_191797	MAG90	314520	313021	-	MAG90_gene0299
mnhD	IR3_k97_191797	MAG90	315956	314517	-	MAG90_gene0300
mnhC	IR3_k97_191797	MAG90	316252	315953	-	MAG90_gene0301
mnhB	IR3_k97_191797	MAG90	317373	316249	-	MAG90_gene0302
mnhG	IR3_k97_191797	MAG90	317668	317360	-	MAG90_gene0303
mnhF	IR3_k97_191797	MAG90	318089	317655	-	MAG90_gene0304
mnhE	IR3_k97_191797	MAG90	318628	318086	-	MAG90_gene0305
bfr	IR3_k97_191797	MAG90	319098	318640	-	MAG90_gene0306
bfr	IR3_k97_191797	MAG90	319571	319107	-	MAG90_gene0307
bfd	IR3_k97_191797	MAG90	319946	319713	-	MAG90_gene0308
asnA	IR3_k97_191797	MAG90	320981	320016	-	MAG90_gene0309
asnC	IR3_k97_191797	MAG90	321139	321585	+	MAG90_gene0310
gltD	IR3_k97_191797	MAG90	323112	321691	-	MAG90_gene0311
gltB	IR3_k97_191797	MAG90	327623	323112	-	MAG90_gene0312
gapdh	IR3_k97_191797	MAG90	328833	327820	-	MAG90_gene0313
rayT	IR3_k97_191797	MAG90	329098	329955	+	MAG90_gene0314
-	IR3_k97_191797	MAG90	330837	330007	-	MAG90_gene0315
-	IR3_k97_191797	MAG90	331120	331692	+	MAG90_gene0316
yjbB	IR3_k97_191797	MAG90	331806	333380	+	MAG90_gene0317
yrbG	IR3_k97_191797	MAG90	333397	334362	+	MAG90_gene0318
-	IR3_k97_191797	MAG90	334512	334952	+	MAG90_gene0319
cpdP	IR3_k97_191797	MAG90	334956	335708	+	MAG90_gene0320
afuA	IR3_k97_191797	MAG90	335919	336956	+	MAG90_gene0321
afuB	IR3_k97_191797	MAG90	337182	338954	+	MAG90_gene0322
afuC	IR3_k97_191797	MAG90	338935	339990	+	MAG90_gene0323
fecI	IR3_k97_191797	MAG90	340194	340742	+	MAG90_gene0324
fecR	IR3_k97_191797	MAG90	340742	341809	+	MAG90_gene0325
-	IR3_k97_191797	MAG90	342062	345166	+	MAG90_gene0326
-	IR3_k97_191797	MAG90	345238	346443	+	MAG90_gene0327
cps	IR3_k97_191797	MAG90	347803	346502	-	MAG90_gene0328
-	IR3_k97_191797	MAG90	349646	348138	-	MAG90_gene0329
gfcE	IR3_k97_191797	MAG90	350850	352223	+	MAG90_gene0331
wzb	IR3_k97_191797	MAG90	352226	352657	+	MAG90_gene0332
etk-wzc	IR3_k97_191797	MAG90	352718	355003	+	MAG90_gene0333
pseB	IR3_k97_191797	MAG90	355075	356073	+	MAG90_gene0334
rfbE	IR3_k97_191797	MAG90	356073	357236	+	MAG90_gene0335
pseF	IR3_k97_191797	MAG90	357237	357938	+	MAG90_gene0336
pseG	IR3_k97_191797	MAG90	357935	359059	+	MAG90_gene0337
fmt	IR3_k97_191797	MAG90	359022	359690	+	MAG90_gene0338
pseI	IR3_k97_191797	MAG90	359677	360753	+	MAG90_gene0339
epsD	IR3_k97_191797	MAG90	360913	362160	+	MAG90_gene0340
-	IR3_k97_191797	MAG90	362344	362925	+	MAG90_gene0341
-	IR3_k97_191797	MAG90	363707	362940	-	MAG90_gene0342
-	IR3_k97_191797	MAG90	364271	363771	-	MAG90_gene0343
wzxB	IR3_k97_191797	MAG90	366945	368183	+	MAG90_gene0346
wbgV	IR3_k97_191797	MAG90	368180	369445	+	MAG90_gene0347
amsE	IR3_k97_191797	MAG90	369442	370245	+	MAG90_gene0348
wecP	IR3_k97_191797	MAG90	371604	370693	-	MAG90_gene0349
galE	IR3_k97_191797	MAG90	371722	372777	+	MAG90_gene0350
cap1J	IR3_k97_191797	MAG90	373101	374153	+	MAG90_gene0351
pgi	IR3_k97_191797	MAG90	375803	377341	+	MAG90_gene0355
rfaH	IR3_k97_191797	MAG90	377341	377856	+	MAG90_gene0356
ugd	IR3_k97_191797	MAG90	377890	379059	+	MAG90_gene0357
-	IR3_k97_191797	MAG90	379813	382968	+	MAG90_gene0359
-	IR3_k97_191797	MAG90	384034	384390	+	MAG90_gene0362
-	IR3_k97_191797	MAG90	384484	386085	+	MAG90_gene0363
-	IR3_k97_191797	MAG90	388402	387107	-	MAG90_gene0365
miaE	IR3_k97_191797	MAG90	389337	390176	+	MAG90_gene0367
lpxH	IR3_k97_191797	MAG90	391002	390217	-	MAG90_gene0368
ppiB	IR3_k97_191797	MAG90	391519	391019	-	MAG90_gene0369
-	IR3_k97_191797	MAG90	392391	391636	-	MAG90_gene0370
cysS	IR3_k97_191797	MAG90	392532	393914	+	MAG90_gene0371
pepA	IR3_k97_191797	MAG90	393896	395512	+	MAG90_gene0372
-	IR3_k97_191797	MAG90	396463	395516	-	MAG90_gene0373
yciA	IR3_k97_191797	MAG90	397425	397823	+	MAG90_gene0375
-	IR3_k97_191797	MAG90	400487	398208	-	MAG90_gene0377
ywaD	IR3_k97_191797	MAG90	400729	402459	+	MAG90_gene0378
-	IR3_k97_191797	MAG90	402485	402916	+	MAG90_gene0379
fldB	IR3_k97_191797	MAG90	403595	403059	-	MAG90_gene0380
-	IR3_k97_191797	MAG90	403835	404119	+	MAG90_gene0381
-	IR3_k97_191797	MAG90	405332	404523	-	MAG90_gene0383
-	IR3_k97_191797	MAG90	405598	405338	-	MAG90_gene0384
mnmC	IR3_k97_191797	MAG90	408227	406140	-	MAG90_gene0386
fabB	IR3_k97_191797	MAG90	408437	409648	+	MAG90_gene0387
pdxB	IR3_k97_191797	MAG90	409790	411166	+	MAG90_gene0388
asd	IR3_k97_191797	MAG90	411163	412179	+	MAG90_gene0389
fimV	IR3_k97_191797	MAG90	412237	413679	+	MAG90_gene0390
truA	IR3_k97_191797	MAG90	413697	414500	+	MAG90_gene0391
accD	IR3_k97_191797	MAG90	414614	415486	+	MAG90_gene0392
folC	IR3_k97_191797	MAG90	415522	416796	+	MAG90_gene0393
dedD	IR3_k97_191797	MAG90	416800	417408	+	MAG90_gene0394
cvpA	IR3_k97_191797	MAG90	417535	418023	+	MAG90_gene0395
purF	IR3_k97_191797	MAG90	418042	419553	+	MAG90_gene0396
-	IR3_k97_191797	MAG90	419558	420424	+	MAG90_gene0397
astB	IR3_k97_191797	MAG90	421936	420599	-	MAG90_gene0398
topA	IR3_k97_191797	MAG90	422264	424990	+	MAG90_gene0399
mshL	IR3_k97_191797	MAG90	425653	427158	+	MAG90_gene0401
gspE	IR3_k97_191797	MAG90	429132	430712	+	MAG90_gene0404
mvpT	IR3_k97_191797	MAG90	433589	433816	+	MAG90_gene0409
mvpA	IR3_k97_191797	MAG90	433858	434229	+	MAG90_gene0410
folD	IR3_k97_191797	MAG90	435159	434299	-	MAG90_gene0411
-	IR3_k97_191797	MAG90	435957	437237	+	MAG90_gene0416
metB	IR3_k97_191797	MAG90	437360	438535	+	MAG90_gene0417
pepQ	IR3_k97_191797	MAG90	438538	439140	+	MAG90_gene0418
dgcB	IR3_k97_191797	MAG90	441465	439936	-	MAG90_gene0420
tig	IR3_k97_191797	MAG90	441927	443228	+	MAG90_gene0421
clpP	IR3_k97_191797	MAG90	443311	443934	+	MAG90_gene0422
clpX	IR3_k97_191797	MAG90	444068	445345	+	MAG90_gene0423
lon	IR3_k97_191797	MAG90	445446	447818	+	MAG90_gene0424
hupB	IR3_k97_191797	MAG90	448106	448378	+	MAG90_gene0425
ppiD	IR3_k97_191797	MAG90	448509	450374	+	MAG90_gene0426
rimI	IR3_k97_191797	MAG90	451054	451653	+	MAG90_gene0428
prfC	IR3_k97_191797	MAG90	453233	451650	-	MAG90_gene0429
radA	IR3_k97_191797	MAG90	455005	453632	-	MAG90_gene0431
-	IR3_k97_191797	MAG90	455037	455948	+	MAG90_gene0432
-	IR3_k97_191797	MAG90	455949	457022	+	MAG90_gene0433
-	IR3_k97_191797	MAG90	457010	457708	+	MAG90_gene0434
serB	IR3_k97_191797	MAG90	458463	457807	-	MAG90_gene0435
tatD	IR3_k97_191797	MAG90	459248	459985	+	MAG90_gene0437
slyD	IR3_k97_147376	MAG90	644	159	-	MAG90_gene0438
ygfZ	IR3_k97_147376	MAG90	1585	644	-	MAG90_gene0439
